Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
3/24/2004,12:00:00,1.5,1118,144,8.7,927,119,959,96,1477,825,13.5,31.7,0.8307
3/24/2004,13:00:00,1.7,1170,159,10.8,1009,126,879,106,1566,872,12.9,30.9,0.8453
3/24/2004,14:00:00,2.2,1112,122,6.7,842,100,1015,91,1494,680,13.4,30.7,0.8328
3/24/2004,15:00:00,-200,1390,230,11.4,1028,197,829,126,1730,1002,14.5,32.5,0.7738
3/24/2004,16:00:00,2.7,1353,320,13.4,1096,195,774,130,1783,1159,15.3,31.6,0.7450
3/24/2004,17:00:00,2.8,1260,263,12.0,1050,156,828,111,1722,979,15.6,32.7,0.7185
3/24/2004,18:00:00,2.7,1501,556,20.2,1302,247,681,134,2008,1311,16.6,35.4,0.7538
3/24/2004,19:00:00,4.5,1273,458,14.4,1130,190,795,136,1744,1071,17.0,35.9,0.7231
3/24/2004,20:00:00,3.5,1179,214,9.4,955,169,928,125,1571,899,18.0,37.5,0.6856
3/24/2004,21:00:00,2.6,1047,97,5.9,809,118,1064,108,1435,766,19.5,38.8,0.7193
3/24/2004,22:00:00,1.7,973,79,4.5,739,81,1186,87,1354,589,21.6,38.8,0.7436
3/24/2004,23:00:00,1.3,997,81,4.5,737,80,1168,89,1341,631,22.2,40.8,0.7369
3/25/2004,0:00:00,1.3,970,52,2.5,621,42,1400,58,1249,479,20.3,41.4,0.7276
3/25/2004,1:00:00,1,902,38,1.8,568,38,1450,54,1253,479,19.7,43.0,0.7856
3/25/2004,2:00:00,0.7,921,35,1.4,538,-200,1564,-200,1224,417,18.8,42.5,0.8321
3/25/2004,3:00:00,0.7,858,29,0.9,490,18,1707,28,1212,378,17.9,43.4,0.8291
3/25/2004,4:00:00,0.5,878,21,0.6,457,12,1935,20,1158,344,17.5,45.8,0.8319
3/25/2004,5:00:00,0.5,893,46,1.4,540,43,1604,51,1268,413,17.4,49.9,0.8223
3/25/2004,6:00:00,0.6,1038,55,3.8,697,84,1260,82,1383,605,17.0,47.3,0.7996
3/25/2004,7:00:00,1.1,1320,271,11.6,1035,184,902,112,1721,991,16.6,53.1,0.7988
3/25/2004,8:00:00,2.7,1353,434,17.8,1235,202,740,119,1937,1175,15.9,48.5,0.7865
3/25/2004,9:00:00,3.5,1133,300,8.8,933,133,969,99,1552,923,15.0,40.3,0.7761
3/25/2004,10:00:00,2.3,1066,116,6.8,849,130,1039,98,1468,829,14.5,35.9,0.7722
3/25/2004,11:00:00,1.6,1027,95,5.9,809,106,1081,88,1442,733,14.1,29.1,0.7814
3/25/2004,12:00:00,1.3,1106,211,8.9,935,132,958,96,1570,819,14.6,25.3,0.7831
3/25/2004,13:00:00,2,1038,168,8.2,907,106,976,81,1492,723,14.4,22.0,0.7999
3/25/2004,14:00:00,1.9,1084,154,8.6,924,125,986,92,1501,786,15.3,20.4,0.8196
3/25/2004,15:00:00,1.9,1105,267,10.1,982,138,939,105,1545,850,16.2,24.2,0.8364
3/25/2004,16:00:00,2.2,1102,143,9.4,957,120,968,88,1527,820,18.4,23.8,0.8120
3/25/2004,17:00:00,2,1240,374,14.6,1137,158,836,103,1748,991,19.6,22.1,0.7758
3/25/2004,18:00:00,2.9,1443,797,24.6,1418,253,666,141,2060,1454,20.2,22.3,0.7824
3/25/2004,19:00:00,5.2,1389,698,21.6,1341,231,692,133,1982,1488,20.9,27.8,0.7826
3/25/2004,20:00:00,4.6,1183,234,10.3,989,150,904,119,1539,1205,20.4,30.2,0.7677
3/25/2004,21:00:00,2.5,1014,104,5.7,798,99,1083,106,1376,909,19.3,34.5,0.7807
3/25/2004,22:00:00,1.5,979,67,4.5,736,75,1154,92,1324,769,18.6,37.8,0.8017
3/25/2004,23:00:00,1.2,1048,88,5.5,787,93,1098,97,1373,835,18.8,40.6,0.9183
3/26/2004,0:00:00,1.7,1024,79,4.8,753,79,1131,91,1357,793,17.5,43.5,0.9392
3/26/2004,1:00:00,1.4,974,61,3.6,690,67,1208,83,1313,733,16.8,46.3,0.9446
3/26/2004,2:00:00,1.2,862,43,1.7,561,-200,1449,-200,1219,502,16.3,44.7,0.9723
3/26/2004,3:00:00,0.6,925,40,2.2,602,45,1398,59,1263,562,15.6,50.1,0.9928
3/26/2004,4:00:00,0.7,952,52,3.0,654,72,1210,73,1312,832,15.7,56.9,1.0130
3/26/2004,5:00:00,0.8,1005,64,4.0,713,103,1130,78,1363,924,15.8,56.2,1.0410
3/26/2004,6:00:00,0.9,1122,88,6.7,842,132,1015,90,1438,974,15.7,52.8,1.0688
3/26/2004,7:00:00,1.6,1351,375,16.7,1201,239,783,110,1828,1307,15.7,60.7,1.0632
3/26/2004,8:00:00,3.4,1408,592,19.3,1278,275,682,114,1928,1481,15.6,58.3,1.0155
3/26/2004,9:00:00,3.8,1304,357,14.8,1142,232,772,119,1747,1405,15.6,54.8,1.0380
3/26/2004,10:00:00,3.1,1207,296,13.4,1098,180,826,121,1664,1195,16.1,46.4,1.0415
3/26/2004,11:00:00,2.7,1099,181,11.0,1014,112,948,97,1503,868,15.7,33.8,1.0325
3/26/2004,12:00:00,2,1106,211,12.5,1068,116,915,99,1535,874,15.3,28.7,1.0428
3/26/2004,13:00:00,2.3,1009,199,8.4,916,103,1015,85,1391,738,14.2,28.2,0.9595
3/26/2004,14:00:00,1.9,962,81,5.3,776,89,1152,75,1279,550,14.3,26.9,0.8886
3/26/2004,15:00:00,1.3,1093,143,8.8,933,112,976,87,1454,777,15.0,26.5,0.9146
3/26/2004,16:00:00,1.9,1180,247,11.2,1023,127,886,102,1588,966,13.6,23.4,0.9324
3/26/2004,17:00:00,2.3,1168,239,11.6,1037,125,868,105,1580,990,16.1,26.0,0.9425
3/26/2004,18:00:00,2.4,1168,267,12.4,1063,120,876,98,1540,944,16.6,30.0,1.1092
3/26/2004,19:00:00,2.7,1140,261,10.6,1000,120,916,93,1490,962,17.4,37.3,1.2425
3/26/2004,20:00:00,2.6,1001,97,6.0,811,99,1097,91,1308,778,18.1,42.2,1.2654
3/26/2004,21:00:00,1.5,953,66,4.6,743,79,1185,85,1252,690,14.4,43.6,1.2391
3/26/2004,22:00:00,1.2,972,60,4.1,715,66,1237,74,1258,644,10.9,46.8,1.2573
3/26/2004,23:00:00,1.1,1021,77,5.2,776,94,1144,87,1307,753,16.4,49.8,1.2166
3/27/2004,0:00:00,1.5,940,57,3.2,664,70,1290,79,1232,646,18.0,56.2,1.2303
3/27/2004,1:00:00,1,1046,65,4.5,736,75,1142,78,1312,838,14.7,55.6,1.2229
3/27/2004,2:00:00,1.2,1026,59,3.8,699,-200,1191,-200,1292,851,11.3,59.5,1.2224
3/27/2004,3:00:00,1.1,983,48,3.8,698,57,1209,63,1296,801,10.0,60.1,1.2016
3/27/2004,4:00:00,-200,915,27,1.9,578,32,1417,48,1212,665,9.8,61.2,1.1915
3/27/2004,5:00:00,0.8,935,25,2.4,615,54,1373,59,1250,717,9.3,63.4,1.1819
3/27/2004,6:00:00,0.9,976,42,3.3,669,68,1270,65,1266,795,9.6,67.0,1.1838
3/27/2004,7:00:00,1.1,1124,78,6.7,842,98,1050,71,1418,936,9.3,66.5,1.1849
3/27/2004,8:00:00,1.5,1163,128,8.5,919,128,922,84,1530,1076,9.0,61.3,1.1848
3/27/2004,9:00:00,1.8,1167,184,9.7,966,129,942,93,1520,1016,8.2,56.5,1.1619
3/27/2004,10:00:00,2.1,1121,156,9.4,955,130,992,99,1451,834,7.6,47.8,1.1761
3/27/2004,11:00:00,2.1,1071,176,9.0,940,111,994,93,1449,756,8.3,30.2,1.1596
3/27/2004,12:00:00,1.9,1065,232,10.0,979,106,950,96,1467,766,8.1,25.0,1.1538
3/27/2004,13:00:00,2.1,1157,305,12.6,1072,137,888,114,1596,905,8.1,25.5,1.1863
3/27/2004,14:00:00,2.5,1046,150,7.6,883,113,1051,101,1357,765,8.1,29.9,1.1997
3/27/2004,15:00:00,1.9,1147,188,11.8,1042,122,934,108,1538,830,9.9,37.9,1.2348
3/27/2004,16:00:00,2.2,1119,221,11.2,1022,137,916,117,1508,853,13.0,44.0,1.1599
3/27/2004,17:00:00,2.3,1210,219,12.4,1062,165,886,125,1586,981,16.5,44.4,1.0769
3/27/2004,18:00:00,2.7,1306,306,12.9,1079,196,827,133,1621,1286,19.3,45.3,1.0445
3/27/2004,19:00:00,3,1258,270,12.2,1057,174,841,119,1633,1244,21.5,48.6,1.0298
3/27/2004,20:00:00,2.8,1148,231,8.8,930,140,948,107,1475,1056,20.4,50.8,1.0081
3/27/2004,21:00:00,2.2,1108,125,6.8,848,102,1023,96,1421,1003,20.6,57.6,1.0161
3/27/2004,22:00:00,1.6,1231,122,8.6,924,130,906,105,1483,1245,20.6,58.8,1.0135
3/27/2004,23:00:00,2.1,1293,161,8.9,937,121,930,102,1464,1200,21.0,61.0,1.0179
3/28/2004,0:00:00,2.3,1274,101,8.3,912,111,939,97,1451,1188,21.5,70.7,1.0151
3/28/2004,1:00:00,2.3,1135,95,6.3,827,87,1013,79,1395,1070,19.3,76.9,0.9860
3/28/2004,2:00:00,1.7,1151,129,8.3,911,-200,935,-200,1501,1075,18.0,78.6,0.9743
3/28/2004,3:00:00,2.2,1010,96,5.1,769,77,1110,69,1396,895,15.8,78.4,0.9751
3/28/2004,4:00:00,1.3,870,54,2.6,626,39,1325,52,1284,755,15.3,77.4,1.0455
3/28/2004,5:00:00,0.8,983,63,3.6,688,77,1251,62,1342,806,14.1,78.5,1.0492
3/28/2004,6:00:00,1.1,995,72,3.6,691,91,1219,69,1321,836,-200,74.7,1.0164
3/28/2004,7:00:00,1.4,1024,91,4.7,747,105,1136,75,1382,897,-200,73.1,1.0617
3/28/2004,8:00:00,1.3,1163,127,7.5,880,133,959,83,1486,1073,-200,68.2,1.1282
3/28/2004,9:00:00,1.9,1218,193,9.0,938,128,918,94,1501,1088,-200,57.6,1.1257
3/28/2004,10:00:00,2.3,1210,188,9.5,958,126,933,96,1514,1036,-200,65.0,1.1312
3/28/2004,11:00:00,2.3,1114,151,7.7,887,92,1020,86,1438,768,-200,73.2,1.1402
3/28/2004,12:00:00,1.8,995,103,5.7,796,66,1159,72,1287,587,-200,78.5,1.1632
3/28/2004,13:00:00,1.4,927,55,3.8,700,50,1285,53,1189,452,-200,72.4,1.1950
3/28/2004,14:00:00,1,1002,104,4.8,754,70,1189,65,1260,470,-200,60.9,1.2201
3/28/2004,15:00:00,1.4,987,116,4.3,727,73,1213,70,1244,502,-200,50.9,1.2695
3/28/2004,16:00:00,1.3,993,93,4.1,714,77,1217,75,1238,516,-200,45.8,1.2530
3/28/2004,17:00:00,1.3,1012,93,4.7,746,86,1174,86,1301,555,-200,60.8,1.1780
3/28/2004,18:00:00,1.4,1114,155,6.2,823,93,1068,94,1357,671,-200,54.3,1.0544
3/28/2004,19:00:00,1.9,1093,115,5.5,789,105,1102,103,1329,788,-200,54.4,1.0724
3/28/2004,20:00:00,1.8,968,75,3.3,669,67,1261,81,1246,538,-200,58.6,1.1423
3/28/2004,21:00:00,1.1,960,65,3.2,666,63,1266,80,1224,544,-200,61.1,1.1567
3/28/2004,22:00:00,1.1,942,57,2.9,648,63,1300,77,1204,500,-200,65.4,1.0800
3/28/2004,23:00:00,1.1,888,40,2.2,598,46,1396,58,1156,417,-200,66.1,1.0722
3/29/2004,0:00:00,0.9,818,27,1.3,524,21,1588,31,1071,341,-200,66.9,1.0621
3/29/2004,1:00:00,0.6,840,23,1.1,509,22,1643,38,1076,352,-200,66.8,1.0669
3/29/2004,2:00:00,0.5,894,28,1.3,524,-200,1557,-200,1095,397,-200,68.3,1.0744
3/29/2004,3:00:00,0.7,864,21,1.2,516,39,1496,59,1153,502,-200,70.2,1.1071
3/29/2004,4:00:00,0.6,898,33,1.7,559,55,1441,70,1180,648,-200,73.1,1.1045
3/29/2004,5:00:00,0.7,946,40,2.9,643,76,1309,75,1232,760,-200,69.9,1.1054
3/29/2004,6:00:00,0.9,1309,279,14.3,1125,181,844,103,1687,1183,12.0,67.1,1.1224
3/29/2004,7:00:00,2.9,1326,743,19.7,1289,259,714,134,1806,1431,12.0,66.9,1.1518
3/29/2004,8:00:00,4.1,966,147,5.5,786,118,1111,98,1258,705,11.5,66.5,1.1716
3/29/2004,9:00:00,1.5,975,97,5.6,793,119,1133,97,1254,637,11.4,62.0,1.1664
3/29/2004,10:00:00,1.5,988,118,5.8,803,123,1105,98,1293,658,11.1,54.6,1.1328
3/29/2004,11:00:00,1.5,971,91,5.5,786,92,1129,78,1272,546,10.8,46.1,1.1306
3/29/2004,12:00:00,1.4,1010,146,6.5,833,91,1070,83,1332,561,10.2,36.7,1.1123
3/29/2004,13:00:00,1.6,984,139,5.5,790,103,1131,92,1268,532,10.8,31.9,1.0826
3/29/2004,14:00:00,1.5,962,155,5.2,776,102,1131,81,1247,535,11.0,31.5,1.0323
3/29/2004,15:00:00,1.4,1012,128,5.8,801,94,1098,90,1289,525,12.4,34.8,0.9706
3/29/2004,16:00:00,1.5,1058,166,7.9,896,98,996,95,1358,603,15.0,30.3,0.9606
3/29/2004,17:00:00,1.9,1173,299,10.2,985,126,905,114,1477,802,16.6,33.5,0.9569
3/29/2004,18:00:00,2.5,1127,163,8.2,907,108,957,106,1404,796,18.0,37.2,1.0813
3/29/2004,19:00:00,2.1,1020,154,5.7,797,95,1066,99,1302,689,20.6,38.9,1.0662
3/29/2004,20:00:00,1.6,949,80,3.8,700,78,1221,90,1178,553,19.9,42.8,0.9974
3/29/2004,21:00:00,1.2,930,58,4.0,710,61,1278,82,1137,509,19.8,51.7,1.0016
3/29/2004,22:00:00,1.1,900,55,2.8,643,55,1339,74,1089,455,21.4,55.5,0.9853
3/29/2004,23:00:00,1,899,33,2.6,630,57,1418,76,1050,425,22.1,57.6,0.9389
3/30/2004,0:00:00,1,866,33,1.8,569,41,1468,66,1055,436,21.1,58.5,0.9197
3/30/2004,1:00:00,0.7,900,32,1.7,563,46,1402,73,1130,618,18.3,59.3,0.9009
3/30/2004,2:00:00,0.7,949,25,1.4,540,-200,1457,-200,1104,747,16.1,60.4,0.8806
3/30/2004,3:00:00,0.8,897,29,1.3,529,41,1462,69,1101,693,14.8,62.2,0.9176
3/30/2004,4:00:00,-200,956,26,2.3,605,52,1341,71,1117,691,13.2,67.6,0.9579
3/30/2004,5:00:00,0.7,1054,86,5.3,779,111,1080,98,1266,1013,12.3,65.8,0.9497
3/30/2004,6:00:00,1.1,1343,294,13.4,1096,191,839,115,1587,1311,11.8,65.2,0.9533
3/30/2004,7:00:00,2.6,1584,664,23.8,1399,244,642,130,1947,1675,11.2,70.2,0.9489
3/30/2004,8:00:00,4,1556,695,21.5,1337,283,674,150,1852,1689,11.0,66.2,0.9487
3/30/2004,9:00:00,4.2,1565,735,21.0,1324,320,695,159,1872,1688,9.3,61.6,0.9670
3/30/2004,10:00:00,4.7,1429,649,18.4,1251,249,734,146,1754,1548,8.8,56.4,0.9800
3/30/2004,11:00:00,3.9,1419,586,18.9,1267,219,742,138,1763,1490,7.8,44.7,0.9927
3/30/2004,12:00:00,3.7,1373,546,17.1,1213,200,791,128,1711,1354,7.7,36.4,1.0135
3/30/2004,13:00:00,3.4,1185,245,10.4,992,138,942,97,1448,1014,7.4,34.0,0.9906
3/30/2004,14:00:00,2.2,1122,178,8.0,897,118,991,91,1372,831,8.2,32.7,0.9936
3/30/2004,15:00:00,1.9,1085,130,6.2,820,99,1060,81,1325,699,8.7,31.7,1.0185
3/30/2004,16:00:00,1.6,1249,151,9.7,968,112,874,99,1527,926,13.0,34.3,1.0551
3/30/2004,17:00:00,2.1,1236,272,9.6,962,117,853,101,1532,928,17.4,28.1,1.0389
3/30/2004,18:00:00,2.2,1334,301,11.9,1047,129,815,106,1638,1038,20.2,32.3,1.0209
3/30/2004,19:00:00,2.7,1264,237,8.7,928,132,884,102,1534,1035,22.7,39.3,0.9683
3/30/2004,20:00:00,2.4,1073,95,4.7,746,73,1072,84,1360,789,22.3,47.5,0.9132
3/30/2004,21:00:00,1.3,1053,68,3.8,701,68,1147,81,1323,692,22.2,54.9,0.8845
3/30/2004,22:00:00,1.2,1098,101,4.7,747,80,1094,91,1360,764,22.0,52.1,0.9808
3/30/2004,23:00:00,1.5,1029,81,3.8,702,68,1180,82,1287,639,21.0,42.6,1.0679
3/31/2004,0:00:00,1.3,973,50,2.7,631,44,1287,64,1240,541,19.6,44.1,1.0364
3/31/2004,1:00:00,1,972,66,2.8,639,47,1222,70,1256,678,17.9,49.3,0.9657
3/31/2004,2:00:00,0.9,832,22,1.0,496,-200,1613,-200,1066,381,16.4,54.6,0.9545
3/31/2004,3:00:00,0.5,851,18,0.8,477,15,1699,26,1064,343,15.6,62.1,0.9375
3/31/2004,4:00:00,0.5,909,31,1.5,545,44,1473,58,1131,436,15.5,65.3,0.9520
3/31/2004,5:00:00,0.6,1038,57,3.5,684,85,1220,93,1279,688,14.5,61.4,0.9111
3/31/2004,6:00:00,1,1636,342,15.6,1168,207,721,110,1926,1438,14.2,64.3,0.9625
3/31/2004,7:00:00,3.1,1580,644,19.9,1295,230,639,115,1957,1489,13.7,65.8,0.9328
3/31/2004,8:00:00,4.1,1262,216,8.6,924,181,872,125,1576,1093,14.1,62.5,0.9249
3/31/2004,9:00:00,2.2,1197,117,6.5,837,144,957,118,1498,965,14.6,66.1,0.9038
3/31/2004,10:00:00,1.7,1277,156,7.7,886,140,902,109,1579,1004,14.4,68.9,0.8880
3/31/2004,11:00:00,1.9,1430,332,11.3,1025,204,779,123,1772,1166,13.9,45.0,0.8841
3/31/2004,12:00:00,2.9,1242,232,9.1,944,149,846,114,1638,991,13.5,30.7,0.9085
3/31/2004,13:00:00,2.2,1349,295,11.2,1023,171,804,114,1748,1054,13.9,25.2,0.9271
